feature_1,feature_2,continuous_target
-0.13700797485978122,-0.4374393988659005,283.07586896089464
-1.6504473787067542,-0.9950584345030039,300.6252535551663
0.1880739163152111,1.4627268815788688,61.89266735464963
0.5750240335648997,1.251911439601675,113.57475380908664
-1.2396199241839323,-0.06993797776337707,232.9031554021323
-1.512921059071921,2.1145276740056427,234.5360700921944
0.8365050221288036,-1.2548292464812174,292.566134586594
-1.154276296834107,2.3632962675135962,145.1375057352954
-0.6735537570914261,0.6654497929063915,314.6185368581546
-0.6431187808979353,0.1967376049577692,287.6443119675785
0.12444003211256241,-1.3525999049377564,240.4701832925329
1.3197168326911515,1.5853705257538262,147.32031873352827
0.18105493549150428,-0.13444831762830056,490.1521985969172
1.3954453292199935,0.17370319143396443,240.0711435167872
0.07909403797228218,0.047813364704713486,167.97732104181512
0.4006740792890035,-0.38573484824780757,228.95596331753057
-0.8540484630540903,0.5061364711109443,454.4907858694856
-0.1226458371979552,-0.15568123273446535,61.28930330597552
-0.6193921779671195,0.03791454326885167,466.7783476267004
1.2454964772613715,-1.7638167376670992,311.80908030375133
0.2062479847969652,1.7708575098925423,176.4291238129414
0.654528535753187,-1.463432307261475,380.38298603791606
-1.5438228297138363,-0.9204972611537382,135.70818259019626
1.1222000167356883,-0.37190273659126816,273.5823943533249
0.4833691259516551,0.8035483566574895,73.6195995860391
-0.6295164752704179,-0.522005377388181,332.28027099878307
0.2770540833226027,1.987541560342819,238.78975876607169
1.189442596043003,0.24679783338672237,69.79541296990818
0.9430863911612251,-0.144762723259008,314.0496255238564
0.4599666122274327,-0.18840721350256834,447.2060885824168
0.0356504759801282,-2.5631749690602357,15.197853323294563
0.32724726876375165,0.650161328460941,19.261737835435085
1.5326138626444317,0.839270992060317,61.1480215205792
1.3761017408212513,1.3298114870172393,485.6181343424606
0.13767710643741807,0.8000858572628635,482.5394500343687
-2.565706673415687,0.7962511796862768,224.01611976869538
-0.020960800739714815,-0.8052924308146873,12.342548647430792
-1.3434169621417031,0.3755822358596662,176.0115090173021
-1.124588232294115,0.928351447669944,234.01637092996913
-1.1142107408412139,0.827586727135225,418.81093272209205
-0.4431198730042468,-2.50446595242515,85.59327447792681
0.17220743824121776,0.08303913188006685,152.82936532471138
0.031686344255885714,-0.7963572115732984,338.72605082860633
-0.7877037967673831,-0.7154382126170034,325.42845786510225
-0.24702769606071587,0.012737288924289566,147.9603074389153
0.3254744155748817,-0.8012336854820109,494.61289188565036
0.663279086044257,-0.0956931139228757,296.2671020453933
0.7055658935928144,1.211582320366057,52.3718585371137
-1.635802449043058,-0.8365174662289131,265.7389938550283
-0.19032356402425366,0.7007816224604879,121.72737230052924
